fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,alcohol
9.4,0.5,0.34,3.6,0.082,5,3.29,0.52,10.7
7.2,0.61,0.08,4,0.082,26,3.25,0.51,9.4
8.6,0.55,0.09,3.3,0.068,8,3.23,0.44,10
5.1,0.585,0,1.7,0.044,14,3.56,0.94,12.9
7.7,0.56,0.08,2.5,0.114,14,3.24,0.66,9.6
8.4,0.52,0.22,2.7,0.084,4,3.26,0.57,9.9
8.2,0.28,0.4,2.4,0.052,4,3.33,0.7,12.8
8.4,0.25,0.39,2,0.041,4,3.27,0.71,12.5
8.2,0.28,0.4,2.4,0.052,4,3.33,0.7,12.8
7.4,0.53,0.12,1.9,0.165,4,3.26,0.86,9.2
7.6,0.48,0.31,2.8,0.07,4,3.22,0.55,10.3
7.3,0.49,0.1,2.6,0.068,4,3.3,0.47,10.5
12.9,0.5,0.55,2.8,0.072,7,3.09,0.68,10.9
10.8,0.45,0.33,2.5,0.099,20,3.24,0.71,10.8
6.9,0.39,0.24,2.1,0.102,4,3.44,0.58,11.4
12.6,0.41,0.54,2.8,0.103,19,3.21,0.76,11.3
10.8,0.45,0.33,2.5,0.099,20,3.24,0.71,10.8
9.8,0.51,0.19,3.2,0.081,8,3.23,0.58,10.5
10.8,0.29,0.42,1.6,0.084,19,3.28,0.73,11.9
7.1,0.715,0,2.35,0.071,21,3.29,0.45,9.4
9.1,0.66,0.15,3.2,0.097,9,3.28,0.54,9.6
7,0.685,0,1.9,0.099,9,3.34,0.6,9.7
4.9,0.42,0,2.1,0.048,16,3.71,0.74,14
6.7,0.54,0.13,2,0.076,15,3.61,0.64,9.8
6.7,0.54,0.13,2,0.076,15,3.61,0.64,9.8
7.1,0.48,0.28,2.8,0.068,6,3.24,0.53,10.3
7.1,0.46,0.14,2.8,0.076,15,3.36,0.49,10.7
7.5,0.27,0.34,2.3,0.05,4,3.4,0.64,11
7.1,0.46,0.14,2.8,0.076,15,3.36,0.49,10.7
7.8,0.57,0.09,2.3,0.065,34,3.46,0.74,12.7
5.9,0.61,0.08,2.1,0.071,16,3.56,0.77,11.1
7.5,0.685,0.07,2.5,0.058,5,3.38,0.55,10.9
5.9,0.61,0.08,2.1,0.071,16,3.56,0.77,11.1
10.4,0.44,0.42,1.5,0.145,34,3.38,0.86,9.9
11.6,0.47,0.44,1.6,0.147,36,3.38,0.86,9.9
8.8,0.685,0.26,1.6,0.088,16,3.32,0.47,9.4
7.6,0.665,0.1,1.5,0.066,27,3.39,0.51,9.3
6.7,0.28,0.28,2.4,0.012,36,3.26,0.39,11.7
6.7,0.28,0.28,2.4,0.012,36,3.26,0.39,11.7
10.1,0.31,0.35,1.6,0.075,9,3.24,0.83,11.2
6,0.5,0.04,2.2,0.092,13,3.46,0.47,10
11.1,0.42,0.47,2.65,0.085,9,3.24,0.77,12.1
6.6,0.66,0,3,0.115,21,3.45,0.63,10.3
10.6,0.5,0.45,2.6,0.119,34,3.23,0.72,10.9
7.1,0.685,0.35,2,0.088,9,3.28,0.62,9.4
9.9,0.25,0.46,1.7,0.062,26,3.18,0.83,10.6
6.4,0.64,0.21,1.8,0.081,14,3.59,0.66,9.8
6.4,0.64,0.21,1.8,0.081,14,3.59,0.66,9.8
7.4,0.68,0.16,1.8,0.078,12,3.5,0.7,9.9
6.4,0.64,0.21,1.8,0.081,14,3.59,0.66,9.8
6.4,0.63,0.21,1.6,0.08,12,3.58,0.66,9.8
9.3,0.43,0.44,1.9,0.085,9,3.28,0.55,9.5
9.3,0.43,0.44,1.9,0.085,9,3.28,0.55,9.5
8,0.42,0.32,2.5,0.08,26,3.22,1.07,9.7
9.3,0.36,0.39,1.5,0.08,41,3.47,0.73,10.9
9.3,0.36,0.39,1.5,0.08,41,3.47,0.73,10.9
7.6,0.735,0.02,2.5,0.071,10,3.51,0.71,11.7
9.3,0.36,0.39,1.5,0.08,41,3.47,0.73,10.9
8.2,0.26,0.34,2.5,0.073,16,3.4,0.78,11.3
11.7,0.28,0.47,1.7,0.054,17,3.15,0.67,10.6
6.8,0.56,0.22,1.8,0.074,15,3.4,0.82,11.2
7.2,0.62,0.06,2.7,0.077,15,3.51,0.54,9.5
5.8,1.01,0.66,2,0.039,15,3.66,0.6,11.5
7.5,0.42,0.32,2.7,0.067,7,3.24,0.44,10.4
7.2,0.62,0.06,2.5,0.078,17,3.51,0.53,9.7
7.2,0.62,0.06,2.7,0.077,15,3.51,0.54,9.5
7.2,0.635,0.07,2.6,0.077,16,3.51,0.54,9.7
6.8,0.49,0.22,2.3,0.071,13,3.41,0.83,11.3
6.9,0.51,0.23,2,0.072,13,3.4,0.84,11.2
6.8,0.56,0.22,1.8,0.074,15,3.4,0.82,11.2
7.6,0.63,0.03,2,0.08,27,3.44,0.64,10.9
7.7,0.715,0.01,2.1,0.064,31,3.41,0.57,11.8
6.9,0.56,0.03,1.5,0.086,36,3.53,0.57,10.6
7.3,0.35,0.24,2,0.067,28,3.43,0.54,10
9.1,0.21,0.37,1.6,0.067,6,3.23,0.58,11.1
10.4,0.38,0.46,2.1,0.104,6,3.12,0.65,11.8
8.8,0.31,0.4,2.8,0.109,7,3.31,0.79,11.8
7.1,0.47,0,2.2,0.067,7,3.4,0.58,10.9
7.7,0.715,0.01,2.1,0.064,31,3.41,0.57,11.8
8.8,0.61,0.19,4,0.094,30,3.22,0.5,10
7.2,0.6,0.04,2.5,0.076,18,3.53,0.55,9.5
9.2,0.56,0.18,1.6,0.078,10,3.15,0.49,9.9
7.6,0.715,0,2.1,0.068,30,3.48,0.65,11.4
8.4,0.31,0.29,3.1,0.194,14,3.22,0.78,12
7.2,0.6,0.04,2.5,0.076,18,3.53,0.55,9.5
8.8,0.61,0.19,4,0.094,30,3.22,0.5,10
8.9,0.75,0.14,2.5,0.086,9,3.34,0.64,10.5
9,0.8,0.12,2.4,0.083,8,3.33,0.65,10.4
10.7,0.52,0.38,2.6,0.066,29,3.15,0.79,12.1
6.8,0.57,0,2.5,0.072,32,3.43,0.56,11.2
10.7,0.9,0.34,6.6,0.112,23,3.22,0.68,9.3
7.2,0.34,0.24,2,0.071,30,3.44,0.58,10.1
7.2,0.66,0.03,2.3,0.078,16,3.53,0.57,9.7
10.1,0.45,0.23,1.9,0.082,10,3.22,0.65,9.3
7.2,0.66,0.03,2.3,0.078,16,3.53,0.57,9.7
7.2,0.63,0.03,2.2,0.08,17,3.53,0.58,9.8
7.1,0.59,0.01,2.3,0.08,27,3.42,0.58,10.7
8.3,0.31,0.39,2.4,0.078,17,3.31,0.77,12.5
7.1,0.59,0.01,2.3,0.08,27,3.42,0.58,10.7
8.3,0.31,0.39,2.4,0.078,17,3.31,0.77,12.5
8.3,1.02,0.02,3.4,0.084,6,3.48,0.49,11
8.9,0.31,0.36,2.6,0.056,10,3.4,0.69,11.8
7.4,0.635,0.1,2.4,0.08,16,3.58,0.69,10.8
7.4,0.635,0.1,2.4,0.08,16,3.58,0.69,10.8
6.8,0.59,0.06,6,0.06,11,3.41,0.59,10.8
6.8,0.59,0.06,6,0.06,11,3.41,0.59,10.8
9.2,0.58,0.2,3,0.081,15,3.23,0.59,9.5
7.2,0.54,0.27,2.6,0.084,12,3.39,0.71,11
6.1,0.56,0,2.2,0.079,6,3.59,0.54,11.5
7.4,0.52,0.13,2.4,0.078,34,3.43,0.59,10.8
7.3,0.305,0.39,1.2,0.059,7,3.29,0.52,11.5
9.3,0.38,0.48,3.8,0.132,3,3.23,0.57,13.2
9.1,0.28,0.46,9,0.114,3,3.18,0.6,10.9
10,0.46,0.44,2.9,0.065,4,3.33,0.62,12.2
9.4,0.395,0.46,4.6,0.094,3,3.27,0.64,12.2
7.3,0.305,0.39,1.2,0.059,7,3.29,0.52,11.5
8.6,0.315,0.4,2.2,0.079,3,3.27,0.67,11.9
5.3,0.715,0.19,1.5,0.161,7,3.62,0.61,11
6.8,0.41,0.31,8.8,0.084,26,3.38,0.64,10.1
8.4,0.36,0.32,2.2,0.081,32,3.3,0.72,11
8.4,0.62,0.12,1.8,0.072,38,3.38,0.89,11.8
9.6,0.41,0.37,2.3,0.091,10,3.24,0.56,10.5
8.4,0.36,0.32,2.2,0.081,32,3.3,0.72,11
8.4,0.62,0.12,1.8,0.072,38,3.38,0.89,11.8
6.8,0.41,0.31,8.8,0.084,26,3.38,0.64,10.1
8.6,0.47,0.27,2.3,0.055,14,3.18,0.8,11.2
8.6,0.22,0.36,1.9,0.064,53,3.47,0.87,11
9.4,0.24,0.33,2.3,0.061,52,3.47,0.9,10.2
8.4,0.67,0.19,2.2,0.093,11,3.2,0.59,9.2
8.6,0.47,0.27,2.3,0.055,14,3.18,0.8,11.2
8.7,0.33,0.38,3.3,0.063,10,3.3,0.73,12
6.6,0.61,0.01,1.9,0.08,8,3.69,0.73,10.5
7.4,0.61,0.01,2,0.074,13,3.48,0.65,9.8
7.6,0.4,0.29,1.9,0.078,29,3.45,0.59,9.5
7.4,0.61,0.01,2,0.074,13,3.48,0.65,9.8
6.6,0.61,0.01,1.9,0.08,8,3.69,0.73,10.5
8.8,0.3,0.38,2.3,0.06,19,3.39,0.72,11.8
8.8,0.3,0.38,2.3,0.06,19,3.39,0.72,11.8
12,0.63,0.5,1.4,0.071,6,3.07,0.6,10.4
7.2,0.38,0.38,2.8,0.068,23,3.34,0.72,12.9
6.2,0.46,0.17,1.6,0.073,7,3.61,0.54,11.4
9.6,0.33,0.52,2.2,0.074,13,3.36,0.76,12.4
9.9,0.27,0.49,5,0.082,9,3.19,0.52,12.5
10.1,0.43,0.4,2.6,0.092,13,3.22,0.64,10
9.8,0.5,0.34,2.3,0.094,10,3.24,0.6,9.7
8.3,0.3,0.49,3.8,0.09,11,3.27,0.64,12.1
10.2,0.44,0.42,2,0.071,7,3.14,0.79,11.1
10.2,0.44,0.58,4.1,0.092,11,3.29,0.99,12
8.3,0.28,0.48,2.1,0.093,6,3.26,0.62,12.4
8.9,0.12,0.45,1.8,0.075,10,3.41,0.76,11.9
8.9,0.12,0.45,1.8,0.075,10,3.41,0.76,11.9
8.9,0.12,0.45,1.8,0.075,10,3.41,0.76,11.9
8.3,0.28,0.48,2.1,0.093,6,3.26,0.62,12.4
8.2,0.31,0.4,2.2,0.058,6,3.31,0.68,11.2
10.2,0.34,0.48,2.1,0.052,5,3.2,0.69,12.1
7.6,0.43,0.4,2.7,0.082,6,3.44,0.54,12.2
8.5,0.21,0.52,1.9,0.09,9,3.36,0.67,10.4
9,0.36,0.52,2.1,0.111,5,3.31,0.62,11.3
9.5,0.37,0.52,2,0.088,12,3.29,0.58,11.1
6.4,0.57,0.12,2.3,0.12,25,3.47,0.71,11.3
8,0.59,0.05,2,0.089,12,3.36,0.61,10
8.5,0.47,0.27,1.9,0.058,18,3.16,0.85,11.1
7.1,0.56,0.14,1.6,0.078,7,3.27,0.62,9.3
6.6,0.57,0.02,2.1,0.115,6,3.38,0.69,9.5
8.8,0.27,0.39,2,0.1,20,3.15,0.69,11.2
8.5,0.47,0.27,1.9,0.058,18,3.16,0.85,11.1
8.3,0.34,0.4,2.4,0.065,24,3.34,0.86,11
9,0.38,0.41,2.4,0.103,6,3.13,0.58,11.9
8.5,0.66,0.2,2.1,0.097,23,3.13,0.48,9.2
9,0.4,0.43,2.4,0.068,29,3.2,0.6,12.2
6.7,0.56,0.09,2.9,0.079,7,3.46,0.61,10.2
10.4,0.26,0.48,1.9,0.066,6,3.33,0.87,10.9
10.4,0.26,0.48,1.9,0.066,6,3.33,0.87,10.9
10.1,0.38,0.5,2.4,0.104,6,3.22,0.65,11.6
8.5,0.34,0.44,1.7,0.079,6,3.52,0.63,10.7
8.8,0.33,0.41,5.9,0.073,7,3.3,0.62,12.1
7.2,0.41,0.3,2.1,0.083,35,3.44,0.52,9.4
7.2,0.41,0.3,2.1,0.083,35,3.44,0.52,9.4
8.4,0.59,0.29,2.6,0.109,31,3.15,0.5,9.1
7,0.4,0.32,3.6,0.061,9,3.28,0.49,11.3
12.2,0.45,0.49,1.4,0.075,3,3.13,0.63,10.4
9.1,0.5,0.3,1.9,0.065,8,3.32,0.71,10.5
9.5,0.86,0.26,1.9,0.079,13,3.25,0.62,10
7.3,0.52,0.32,2.1,0.07,51,3.34,0.82,12.9
9.1,0.5,0.3,1.9,0.065,8,3.32,0.71,10.5
12.2,0.45,0.49,1.4,0.075,3,3.13,0.63,10.4
7.4,0.58,0,2,0.064,7,3.45,0.58,11.3
9.8,0.34,0.39,1.4,0.066,3,3.19,0.55,11.4
7.1,0.36,0.3,1.6,0.08,35,3.44,0.5,9.4
7.7,0.39,0.12,1.7,0.097,19,3.16,0.49,9.4
9.7,0.295,0.4,1.5,0.073,14,3.14,0.51,10.9
7.7,0.39,0.12,1.7,0.097,19,3.16,0.49,9.4
7.1,0.34,0.28,2,0.082,31,3.45,0.48,9.4
6.5,0.4,0.1,2,0.076,30,3.36,0.48,9.4
7.1,0.34,0.28,2,0.082,31,3.45,0.48,9.4
10,0.35,0.45,2.5,0.092,20,3.15,0.43,9.4
7.7,0.6,0.06,2,0.079,19,3.39,0.62,10.1
5.6,0.66,0,2.2,0.087,3,3.71,0.63,12.8
5.6,0.66,0,2.2,0.087,3,3.71,0.63,12.8
8.9,0.84,0.34,1.4,0.05,4,3.12,0.48,9.1
6.4,0.69,0,1.65,0.055,7,3.47,0.53,12.9
7.5,0.43,0.3,2.2,0.062,6,3.44,0.72,11.5
9.9,0.35,0.38,1.5,0.058,31,3.26,0.82,10.6
9.1,0.29,0.33,2.05,0.063,13,3.26,0.84,11.7
6.8,0.36,0.32,1.8,0.067,4,3.36,0.55,12.8
8.2,0.43,0.29,1.6,0.081,27,3.25,0.54,10.3
6.8,0.36,0.32,1.8,0.067,4,3.36,0.55,12.8
9.1,0.29,0.33,2.05,0.063,13,3.26,0.84,11.7
9.1,0.3,0.34,2,0.064,12,3.26,0.84,11.7
8.9,0.35,0.4,3.6,0.11,12,3.23,0.7,12
9.6,0.5,0.36,2.8,0.116,26,3.18,0.68,10.9
8.9,0.28,0.45,1.7,0.067,7,3.25,0.55,12.3
8.9,0.32,0.31,2,0.088,12,3.17,0.55,10.4
7.7,1.005,0.15,2.1,0.102,11,3.23,0.48,10
7.5,0.71,0,1.6,0.092,22,3.38,0.58,10
8,0.58,0.16,2,0.12,3,3.22,0.58,11.2
10.5,0.39,0.46,2.2,0.075,14,3.06,0.84,11.4
8.9,0.38,0.4,2.2,0.068,12,3.27,0.75,12.6
8,0.18,0.37,0.9,0.049,36,2.89,0.44,12.7
8,0.18,0.37,0.9,0.049,36,2.89,0.44,12.7
7,0.5,0.14,1.8,0.078,10,3.53,0.61,10.4
11.3,0.36,0.66,2.4,0.123,3,3.2,0.53,11.9
11.3,0.36,0.66,2.4,0.123,3,3.2,0.53,11.9
7,0.51,0.09,2.1,0.062,4,3.35,0.54,10.5
8.2,0.32,0.42,2.3,0.098,3,3.27,0.55,12.3
7.7,0.58,0.01,1.8,0.088,12,3.32,0.56,10.5
8.6,0.83,0,2.8,0.095,17,3.33,0.6,10.4
7.9,0.31,0.32,1.9,0.066,14,3.41,0.56,12.6
6.4,0.795,0,2.2,0.065,28,3.49,0.52,11.6
7.2,0.34,0.21,2.5,0.075,41,3.37,0.54,10.1
7.7,0.58,0.01,1.8,0.088,12,3.32,0.56,10.5
7.1,0.59,0,2.1,0.091,9,3.42,0.55,11.5
7.3,0.55,0.01,1.8,0.093,9,3.35,0.58,11
8.1,0.82,0,4.1,0.095,5,3.36,0.53,9.6
7.5,0.57,0.08,2.6,0.089,14,3.3,0.59,10.4
8.9,0.745,0.18,2.5,0.077,15,3.2,0.47,9.7
10.1,0.37,0.34,2.4,0.085,5,3.17,0.65,10.6
7.6,0.31,0.34,2.5,0.082,26,3.22,0.59,12.5
7.3,0.91,0.1,1.8,0.074,20,3.35,0.56,9.2
8.7,0.41,0.41,6.2,0.078,25,3.24,0.77,12.6
8.9,0.5,0.21,2.2,0.088,21,3.33,0.83,11.1
7.4,0.965,0,2.2,0.088,16,3.58,0.67,10.2
6.9,0.49,0.19,1.7,0.079,13,3.38,0.64,9.8
8.9,0.5,0.21,2.2,0.088,21,3.33,0.83,11.1
9.5,0.39,0.41,8.9,0.069,18,3.29,0.81,10.9
6.4,0.39,0.33,3.3,0.046,12,3.36,0.62,12.2
6.9,0.44,0,1.4,0.07,32,3.32,0.58,11.4
7.6,0.78,0,1.7,0.076,33,3.31,0.62,10.7
7.1,0.43,0.17,1.8,0.082,27,3.49,0.64,10.4
9.3,0.49,0.36,1.7,0.081,3,3.27,0.78,10.9
9.3,0.5,0.36,1.8,0.084,6,3.27,0.77,10.8
7.1,0.43,0.17,1.8,0.082,27,3.49,0.64,10.4
8.5,0.46,0.59,1.4,0.414,16,3.03,1.34,9.2
5.6,0.605,0.05,2.4,0.073,19,3.56,0.55,12.9
8.3,0.33,0.42,2.3,0.07,9,3.38,0.77,12.7
8.2,0.64,0.27,2,0.095,5,3.13,0.62,9.1
8.2,0.64,0.27,2,0.095,5,3.13,0.62,9.1
8.9,0.48,0.53,4,0.101,3,3.21,0.59,12.1
7.6,0.42,0.25,3.9,0.104,28,3.15,0.57,9.1
9.9,0.53,0.57,2.4,0.093,30,3.19,0.76,11.6
8.9,0.48,0.53,4,0.101,3,3.21,0.59,12.1
11.6,0.23,0.57,1.8,0.074,3,3.14,0.7,9.9
9.1,0.4,0.5,1.8,0.071,7,3.21,0.69,12.5
8,0.38,0.44,1.9,0.098,6,3.3,0.64,11.4
10.2,0.29,0.65,2.4,0.075,6,3.22,0.63,11.8
8.2,0.74,0.09,2,0.067,5,3.28,0.57,11.8
7.7,0.61,0.18,2.4,0.083,6,3.29,0.6,10.2
6.6,0.52,0.08,2.4,0.07,13,3.4,0.72,12.5
11.1,0.31,0.53,2.2,0.06,3,3.02,0.83,10.9
11.1,0.31,0.53,2.2,0.06,3,3.02,0.83,10.9
8,0.62,0.35,2.8,0.086,28,3.31,0.62,10.8
9.3,0.33,0.45,1.5,0.057,19,3.18,0.89,11.1
7.5,0.77,0.2,8.1,0.098,30,3.2,0.58,9.2
7.2,0.35,0.26,1.8,0.083,33,3.4,0.58,9.5
8,0.62,0.33,2.7,0.088,16,3.31,0.58,10.7
7.5,0.77,0.2,8.1,0.098,30,3.2,0.58,9.2
9.1,0.25,0.34,2,0.071,45,3.44,0.86,10.2
9.9,0.32,0.56,2,0.073,3,3.15,0.73,11.4
8.6,0.37,0.65,6.4,0.08,3,3.27,0.58,11
8.6,0.37,0.65,6.4,0.08,3,3.27,0.58,11
7.9,0.3,0.68,8.3,0.05,37.5,3.01,0.51,12.3
10.3,0.27,0.56,1.4,0.047,3,3.16,0.51,11.8
7.9,0.3,0.68,8.3,0.05,37.5,3.01,0.51,12.3
7.2,0.38,0.3,1.8,0.073,31,3.42,0.59,9.5
8.7,0.42,0.45,2.4,0.072,32,3.33,0.77,12
7.2,0.38,0.3,1.8,0.073,31,3.42,0.59,9.5
6.8,0.48,0.08,1.8,0.074,40,3.12,0.49,9.6
8.5,0.34,0.4,4.7,0.055,3,3.38,0.66,11.6
7.9,0.19,0.42,1.6,0.057,18,3.29,0.69,11.2
11.6,0.41,0.54,1.5,0.095,22,3.02,0.76,9.9
11.6,0.41,0.54,1.5,0.095,22,3.02,0.76,9.9
10,0.26,0.54,1.9,0.083,42,2.98,0.63,11.8
7.9,0.34,0.42,2,0.086,8,3.35,0.6,11.4
7,0.54,0.09,2,0.081,10,3.43,0.59,11.5
9.2,0.31,0.36,2.2,0.079,11,3.33,0.86,12
6.6,0.725,0.09,5.5,0.117,9,3.35,0.49,10.8
9.4,0.4,0.47,2.5,0.087,6,3.15,0.5,10.5
6.6,0.725,0.09,5.5,0.117,9,3.35,0.49,10.8
8.6,0.52,0.38,1.5,0.096,5,3.2,0.52,9.4
8,0.31,0.45,2.1,0.216,5,3.15,0.81,12.5
8.6,0.52,0.38,1.5,0.096,5,3.2,0.52,9.4
8.4,0.34,0.42,2.1,0.072,23,3.11,0.78,12.4
7.4,0.49,0.27,2.1,0.071,14,3.35,0.63,12
6.1,0.48,0.09,1.7,0.078,18,3.45,0.54,11.2
7.4,0.49,0.27,2.1,0.071,14,3.35,0.63,12
8,0.48,0.34,2.2,0.073,16,3.28,0.66,12.4
6.3,0.57,0.28,2.1,0.048,13,3.41,0.6,12.8
8.2,0.23,0.42,1.9,0.069,9,3.21,0.54,12.3
9.1,0.3,0.41,2,0.068,10,3.27,0.85,11.7
8.1,0.78,0.1,3.3,0.09,4,3.36,0.49,9.5
10.8,0.47,0.43,2.1,0.171,27,3.17,0.76,10.8
8.3,0.53,0,1.4,0.07,6,3.25,0.64,10
5.4,0.42,0.27,2,0.092,23,3.78,0.64,12.3
7.9,0.33,0.41,1.5,0.056,6,3.29,0.71,11
8.9,0.24,0.39,1.6,0.074,3,3.12,0.59,9.5
5,0.4,0.5,4.3,0.046,29,3.49,0.66,13.6
7,0.69,0.07,2.5,0.091,15,3.38,0.6,11.3
7,0.69,0.07,2.5,0.091,15,3.38,0.6,11.3
7,0.69,0.07,2.5,0.091,15,3.38,0.6,11.3
7.1,0.39,0.12,2.1,0.065,14,3.3,0.53,13.3
5.6,0.66,0,2.5,0.066,7,3.52,0.58,12.9
7.9,0.54,0.34,2.5,0.076,8,3.2,0.72,13.1
6.6,0.5,0,1.8,0.062,21,3.44,0.55,12.3
6.3,0.47,0,1.4,0.055,27,3.45,0.48,12.3
10.7,0.4,0.37,1.9,0.081,17,3.12,0.65,11.2
6.5,0.58,0,2.2,0.096,3,3.62,0.62,11.5
8.8,0.24,0.35,1.7,0.055,13,3.14,0.59,11.3
5.8,0.29,0.26,1.7,0.063,3,3.39,0.54,13.5
6.3,0.76,0,2.9,0.072,26,3.51,0.6,11.5
10,0.43,0.33,2.7,0.095,28,3.22,0.68,10
10.5,0.43,0.35,3.3,0.092,24,3.21,0.69,10.5
9.1,0.6,0,1.9,0.058,5,3.18,0.63,10.4
5.9,0.19,0.21,1.7,0.045,57,3.32,0.44,9.5
7.4,0.36,0.34,1.8,0.075,18,3.38,0.88,13.6
7.2,0.48,0.07,5.5,0.089,10,3.37,0.68,11.2
8.5,0.28,0.35,1.7,0.061,6,3.3,0.74,11.8
8,0.25,0.43,1.7,0.067,22,3.38,0.6,11.9
10.4,0.52,0.45,2,0.08,6,3.22,0.76,11.4
10.4,0.52,0.45,2,0.08,6,3.22,0.76,11.4
7.5,0.41,0.15,3.7,0.104,29,3.14,0.58,9.1
8.2,0.51,0.24,2,0.079,16,3.34,0.64,9.5
7.3,0.4,0.3,1.7,0.08,33,3.41,0.65,9.5
8.2,0.38,0.32,2.5,0.08,24,3.27,0.85,11
6.9,0.45,0.11,2.4,0.043,6,3.3,0.65,11.4
7,0.22,0.3,1.8,0.065,16,3.61,0.82,10
7.3,0.32,0.23,2.3,0.066,35,3.43,0.62,10.1
8.2,0.2,0.43,2.5,0.076,31,3.53,0.81,10.4
7.8,0.5,0.12,1.8,0.178,6,3.28,0.87,9.8
10,0.41,0.45,6.2,0.071,6,3.21,0.49,11.8
7.8,0.39,0.42,2,0.086,9,3.39,0.66,11.6
10,0.35,0.47,2,0.061,6,3.23,0.52,12
8.2,0.33,0.32,2.8,0.067,4,3.3,0.76,12.8
6.1,0.58,0.23,2.5,0.044,16,3.46,0.65,12.5
8.3,0.6,0.25,2.2,0.118,9,3.15,0.53,9.8
9.6,0.42,0.35,2.1,0.083,17,3.23,0.66,11.1
6.6,0.58,0,2.2,0.1,50,3.59,0.68,11.4
8.3,0.6,0.25,2.2,0.118,9,3.15,0.53,9.8
8.5,0.18,0.51,1.75,0.071,45,3.33,0.76,11.8
5.1,0.51,0.18,2.1,0.042,16,3.46,0.87,12.9
6.7,0.41,0.43,2.8,0.076,22,3.42,1.16,10.6
10.2,0.41,0.43,2.2,0.11,11,3.16,0.67,10.8
10.6,0.36,0.57,2.3,0.087,6,3.14,0.72,11.1
8.8,0.45,0.43,1.4,0.076,12,3.21,0.75,10.2
8.5,0.32,0.42,2.3,0.075,12,3.14,0.71,11.8
9,0.785,0.24,1.7,0.078,10,3.29,0.67,10
9,0.785,0.24,1.7,0.078,10,3.29,0.67,10
8.5,0.44,0.5,1.9,0.369,15,3.01,1.1,9.4
9.9,0.54,0.26,2,0.111,7,2.94,0.98,10.2
8.2,0.33,0.39,2.5,0.074,29,3.32,0.88,12.4
6.5,0.34,0.27,2.8,0.067,8,3.21,0.56,12
7.6,0.5,0.29,2.3,0.086,5,3.32,0.62,11.5
9.2,0.36,0.34,1.6,0.062,5,3.2,0.67,10.5
7.1,0.59,0,2.2,0.078,26,3.42,0.68,10.8
9.7,0.42,0.46,2.1,0.074,5,3.27,0.74,12.3
7.6,0.36,0.31,1.7,0.079,26,3.46,0.62,9.5
7.6,0.36,0.31,1.7,0.079,26,3.46,0.62,9.5
6.5,0.61,0,2.2,0.095,48,3.61,0.7,11.5
6.5,0.88,0.03,5.6,0.079,23,3.58,0.5,11.2
7.1,0.66,0,2.4,0.052,6,3.35,0.66,12.7
5.6,0.915,0,2.1,0.041,17,3.68,0.73,11.4
8.2,0.35,0.33,2.4,0.076,11,3.27,0.81,11
8.2,0.35,0.33,2.4,0.076,11,3.27,0.81,11
9.8,0.39,0.43,1.65,0.068,5,3.19,0.46,11.4
10.2,0.4,0.4,2.5,0.068,41,3.38,0.86,10.5
6.8,0.66,0.07,1.6,0.07,16,3.29,0.6,9.3
6.7,0.64,0.23,2.1,0.08,11,3.36,0.7,10.9
7,0.43,0.3,2,0.085,6,3.33,0.46,11.9
6.6,0.8,0.03,7.8,0.079,6,3.52,0.5,12.2
7,0.43,0.3,2,0.085,6,3.33,0.46,11.9
6.7,0.64,0.23,2.1,0.08,11,3.36,0.7,10.9
8.8,0.955,0.05,1.8,0.075,5,3.3,0.44,9.6
9.1,0.4,0.57,4.6,0.08,6,3.28,0.57,12.5
6.5,0.885,0,2.3,0.166,6,3.56,0.51,10.8
7.2,0.25,0.37,2.5,0.063,11,3.52,0.8,12.4
6.4,0.885,0,2.3,0.166,6,3.56,0.51,10.8
7,0.745,0.12,1.8,0.114,15,3.22,0.59,9.5
6.2,0.43,0.22,1.8,0.078,21,3.52,0.6,9.5
7.9,0.58,0.23,2.3,0.076,23,3.21,0.58,9.5
7.7,0.57,0.21,1.5,0.069,4,3.16,0.54,9.8
